Run ID,Oportunidade,Conta,Perfil Cliente,Vendedor,Gross,Net,Portfólio,Segmento,Família Produto,Status,Fiscal Q,Data Fechamento,Ciclo (dias),Produtos,📝 Resumo Análise,🎯 Causa Raiz,⚠️ Causas Secundárias,Tipo Resultado,Evitável?,🚨 Sinais Alerta,Momento Crítico,💡 Lições Aprendidas,# Atividades,Ativ. 7d,Ativ. 30d,Distribuição Tipos,Período Pico,Cadência Média (dias),# Total Mudanças,# Mudanças Críticas,Mudanças Close Date,Mudanças Stage,Mudanças Valor,Campos + Alterados,Padrão Mudanças,Freq. Mudanças,# Editores,🏷️ Labels,🕐 Última Atualização
2026-02-02T07:27:01.203Z,TRED-100893-Tribunal regional eleitoral de Pernambuco- Workspace,Tribunal regional eleitoral de Pernambuco,NOVO CLIENTE,Denilson Goes,217275,94395,-,Gobierno,GWS Licensing | GWS Services,Perdida,FY26-Q1,30-01-2026,870,Nueva Google Workspace Enterprise Starter | Nueva Google Workspace Enterprise Standard | Nueva Google Workspace Enterprise for Education Plus | Servicios de Implementación Workspace | Entrenamientos Workspace,"A oportunidade foi perdida devido ao abandono completo do deal, evidenciado por apenas uma atividade registrada e 365 dias de inatividade. O fechamento como 'Descalificada' ocorreu sem um motivo claro de perda para a concorrência ou preço, indicando uma falha crítica na gestão do follow-up. O processo de licitação (ETP/TR) do cliente não foi rastreado adequadamente.",Abandono do Deal e Má Gestão do Follow-up,"Inatividade extrema (365 dias), Qualificação insuficiente (Gaps no MEDDIC, especialmente Champion e Processo de Decisão), Falha em rastrear o processo de compra do setor público (ETP/TR)",ABANDONO,SIM,"Apenas 1 ação registrada em todo o ciclo de vida do deal, 365 dias de inatividade, Fechamento como 'Descalificada' (0%) após o cliente indicar que documentos críticos (ETP/TR) estavam prontos","Imediatamente após a última atualização (08/10/2024), quando o ETP/TR foi finalizado, o vendedor falhou em estabelecer a cadência para rastrear a publicação da licitação, resultando no abandono da oportunidade.","Estabelecer uma cadência de follow-up obrigatória para deals do setor público, focada no rastreamento ativo do ETP/TR e da publicação do edital. Deals com inatividade superior a 90 dias devem ser revisados pela gestão e fechados com um motivo documentado, evitando o abandono silencioso.",1,0,0,Outro(1),2023-09 (1 atividades),N/A,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"SETOR PUBLICO, ABANDONO, MA GESTAO, FALTA DE CHAMPION, INATIVIDADE EXTREMA",
2026-02-02T07:27:01.203Z,DVPL-133521-DELLA VIA PNEUS LTDA-,DELLA VIA PNEUS,NOVO CLIENTE,Juliana Lamotta,450000,274000,-,SMB,GCP Services | GCP Consumption,Perdida,FY26-Q1,27-02-2026,157,Servicios Profesionales GCP Infra | GCP Consumo Nuevo,"A perda desta oportunidade de alto valor para um novo cliente foi resultado direto de uma qualificação inicial extremamente fraca. O cliente indicou falta de orçamento e desinteresse, sugerindo que a necessidade ou o momento de compra não foram validados antes da abertura do deal. O baixíssimo engajamento (2 ações) confirma que o deal foi abandonado ou desqualificado rapidamente.",Má Qualificação (Falta de Orçamento e Interesse Validados),"Baixo Engajamento/Abandono (apenas 2 ações), Falta de Champion/Sponsor, Timing Inadequado (Cliente não estava em ciclo de compra)",MA_QUALIFICACAO,SIM,"Apenas 2 ações registradas para um deal de R$450k, Motivo de perda 'Cliente sin presupuesto / El cliente no está interesado', Deal originado de campanha de marketing de massa (4CIO) sem validação de intent/budget, Probabilidade de 0% na fase de perda","Fase de Qualificação Inicial (O deal falhou logo após o primeiro contato, indicando que não deveria ter sido aberto)","Implementar um gate de qualificação rigoroso (especialmente B e N do BANT/MEDDIC) para leads de campanha antes de transformá-los em deals. Para novos clientes, a cadência de engajamento deve ser alta e focada na descoberta de dor e validação orçamentária.",2,1,1,"Reuniones / Videoconferencia(1), Outro(1)",2026-02 (1 atividades),133,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"QUALIFICACAO FALHA, LEAD FRIO, BAIXO ENGAGEMENT",
2026-02-02T07:27:01.203Z,CDSA-113889-[GCP] CAESB_Fiscalização de Obras,Companhia de Saneamento Ambiental do Distrito Federal - Caesb,NOVO CLIENTE,Carlos Moll,60000,7200,-,Gobierno,GCP Consumption,Perdida,FY26-Q1,30-01-2026,419,GCP Consumo Nuevo,"O deal foi perdido primariamente devido ao abandono e à má gestão de pipeline. Com apenas uma atividade registrada e 365 dias de inatividade, o cliente provavelmente perdeu a prioridade ou o interesse (No Decision), sendo o motivo 'Reaquecer' um indicativo de que o projeto foi arquivado. A falta de histórico e documentação impede qualquer análise detalhada de fatores como preço ou concorrência.",Abandono do Deal e Má Gestão de Pipeline (Inatividade de 365 dias),"Má qualificação inicial (mantido a 0% por 1 ano), Falta de Champion/Sponsor identificado e engajado, Ausência total de documentação e histórico de engajamento",ABANDONO,SIM,"Inatividade extrema (365 dias), Apenas 1 ação registrada em todo o ciclo de vida, Deal mantido na fase 0% (Perdida) por um longo período, Histórico de CRM vazio (falta de documentação de Pain/Metrics)",Qualificação Inicial. O deal nunca progrediu além da fase de identificação e foi abandonado imediatamente.,Implementar regras estritas de higiene de pipeline: desqualificar ou mover para 'Nurturing' deals com mais de 90 dias de inatividade. Exigir documentação mínima (Pain e Champion) para manter o deal no pipeline ativo. O motivo 'Reaquecer' deve ser tratado como 'No Decision' até que haja um novo engajamento formal.,1,0,0,Outro(1),2025-01 (1 atividades),N/A,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"ABANDONO, MA GESTAO, NO DECISION, HIGIENE PIPELINE",
2026-02-02T07:27:01.203Z,ADDU-114573--[GCP] AGU_Orquestrador de LLM,Advocacia-Geral da União,NOVO CLIENTE,Carlos Moll,120000,120000,-,Gobierno,Incentives,Perdida,FY26-Q3,31-07-2026,935,PSF Data,"O deal foi perdido primariamente por má qualificação e abandono. O motivo oficial ('Sem orçamento / Não interessado') indica que o valor da solução não foi estabelecido ou priorizado pelo cliente, e a inatividade de 145 dias após a última reunião presencial selou o destino da oportunidade, que morreu por inércia interna (No Decision).",Má Qualificação (falha em BANT/MEDDIC) e Abandono do Deal,"Engajamento insuficiente e falta de cadência (145 dias inativo), Ausência de um Champion ou Economic Buyer engajado, Projeto não priorizado internamente pelo cliente",MA_QUALIFICACAO,SIM,"Inatividade extrema (145 dias) após um 'Next Step' claro (apresentação técnica), Motivo de perda 'Sem orçamento' (falha no 'B' de BANT), Deal em 0% de probabilidade de fechamento, indicando que nunca houve tração real","Imediatamente após a última reunião presencial (24/09/2024), quando o follow-up técnico falhou em gerar momentum e o deal entrou em estagnação.","Estabelecer um plano de cadência rigoroso para novos clientes. Se um deal estagnar por mais de 30 dias, deve ser re-qualificado ou fechado. Priorizar a identificação e engajamento do Economic Buyer e do Champion para garantir que o orçamento e o interesse sejam reais e sustentáveis.",4,0,0,"Reuniones / Videoconferencia(2), Outro(2)",2025-06 (2 atividades),95,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"ABANDONO, MA QUALIFICACAO, NO DECISION, FALTA DE CHAMPION",
2026-02-02T07:27:01.203Z,BACS-131896-BANCO C6 S.A-,C6 Bank,NOVO CLIENTE,Juliana Lamotta,83000,80360,-,SMB,Aceleradores | GCP Services | GCP Consumption,Perdida,FY26-Q1,31-01-2026,162,Aplicativo de bot e acelerador CCAI | Servicios Profesionales GCP Data | GCP Consumo,"A oportunidade foi perdida devido a uma má qualificação inicial de timing e prioridade do cliente, que explicitamente adiou o projeto por 'burocracias internas'. O deal foi subsequentemente abandonado pela equipe de vendas, registrando 158 dias de inatividade após o sinal de alerta, resultando em uma perda por falta de gestão e follow-up.",Abandono do Deal após má qualificação de Timing e Prioridade.,"Falta de prioridade/Burocracia interna do cliente, Concorrência interna (projeto de bot de segurança), Ausência de um Champion forte para superar obstáculos internos",ABANDONO,SIM,"Cliente informa que 'não será para esse ano' devido a burocracias internas (28/08/2025), Menção a um 'projeto de bot interno' (concorrência interna), Inatividade extrema de 158 dias após o último contato relevante, Deal perdido na fase 0% (indica que nunca houve engajamento real ou qualificação de BANT)","Após a reunião técnica (28/08/2025), quando o cliente sinalizou o adiamento. O deal deveria ter sido desqualificado ou movido para um pipeline de Nurture, mas foi abandonado.","Em casos de adiamento explícito por burocracia ou timing, o deal deve ser imediatamente desqualificado (Lost/Timing) ou movido para um pipeline de Nurture com cadência estrita. Nunca permitir inatividade superior a 30 dias após um sinal de adiamento. A concorrência interna (projeto de bot) deveria ter sido investigada como principal ameaça.",2,0,0,Reuniones / Videoconferencia(2),2025-08 (2 atividades),8,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"ABANDONO, MA QUALIFICACAO, TIMING, BUROCRACIA INTERNA",
2026-02-02T07:27:01.203Z,BCER-134072-BELAGRICOLA COMERCIO E REPRESENTACOES DE PRODUTOS AGRICOLAS S.A-,BELAGRICOLA,NOVO CLIENTE,Juliana Lamotta,79000,78120,-,SMB,Aceleradores | GCP Consumption | GCP Services,Perdida,FY26-Q1,28-02-2026,355,Acelerador para Integração e Consolidação de Dados | GCP Consumo Nuevo | Servicios Profesionales GCP Data,"O negócio foi perdido devido à falta de prioridade e urgência do cliente, resultando no adiamento indefinido do projeto. A inatividade de 176 dias e o baixo volume de engajamento indicam que o deal foi abandonado e mal gerenciado, sendo desqualificado tardiamente.",Falta de Urgência e Prioridade do Cliente (Timing),"Má Gestão do Deal (abandono por 176 dias), Qualificação Insuficiente (projeto em fase muito inicial de definição), Ausência de Champion/Sponsor interno",TIMING,PARCIALMENTE,"Inatividade extrema de 176 dias sem follow-up efetivo, Cliente ainda definindo a 'ordem de grandeza' do projeto após meses (falta de escopo e orçamento definidos), Baixo volume de atividades (apenas 2 ações registradas)",Fase de Qualificação/Definição de Escopo (o projeto nunca avançou para a fase de proposta formal ou negociação),"Estabelecer critérios rigorosos de desqualificação por inatividade (ex: 60 dias sem resposta/progresso). Em novos clientes, garantir que o projeto tenha orçamento e urgência definidos antes de investir tempo. O motivo 'adiamento' deve ser tratado como desqualificação imediata, a menos que haja uma data de retomada firme.",2,0,0,Reuniones / Videoconferencia(2),2025-08 (1 atividades),212,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"BAIXA URGENCIA, ABANDONO, MA QUALIFICACAO, NOVO CLIENTE",
2026-02-02T07:27:01.203Z,MMPD-131949--AgentSpace_MPMT,MPMT - Ministério Público do Estado de Mato Grosso,BASE INSTALADA,Carlos Moll,208000,200800,-,Gobierno,GCP Consumption | GCP Services,Perdida,FY26-Q2,30-06-2026,309,Google Agentspace Enterprise Plus | Servicios Profesionales GCP Infra,"O deal foi perdido prematuramente (0%) devido à má qualificação e falta de orçamento imediato. O cliente estava em fase de teste e a contratação formal dependia de um processo futuro (via Serpro), indicando que a oportunidade foi criada muito cedo e não tinha o timing ou o budget necessário.",Má Qualificação (Timing e Budget),"Falta de Engajamento/Abandono (apenas 1 atividade), Ausência de Economic Buyer engajado, Processo de Decisão Burocrático (Serpro) não alinhado com o pipeline",MA_QUALIFICACAO,SIM,"Deal perdido na fase 0% (muito antes do fechamento previsto), Razão de perda: 'Sem orçamento/Não interessado', Apenas 1 atividade registrada no histórico, Dependência de contratação futura via Serpro (indicando timing e processo incertos)",Qualificação Inicial (O deal deveria ter sido movido para Nurturing ou desqualificado ao identificar a dependência do Serpro e a falta de budget imediato),Implementar critérios de saída claros para deals em fase de teste. Não criar oportunidades ativas até que o Economic Buyer e o processo de aquisição (especialmente em órgãos públicos) estejam confirmados e alinhados com o timeline. Focar na conversão do teste em business case formal antes de entrar no pipeline.,1,0,0,Outro(1),2025-12 (1 atividades),N/A,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"QUALIFICACAO POBRE, TIMING ERRADO, FALTA BUDGET, SETOR PUBLICO",
2026-02-02T07:27:01.203Z,TTDJ-131945--TJ-RJ-transcrição avançada de audiências,TJ-RJ - TRIBUNAL DE JUSTICA RJ,NOVO CLIENTE,Emilio Goncalves,515001,409401,-,Gobierno,Aceleradores | GCP Services | MSP Services | GCP Consumption,Perdida,FY26-Q1,30-03-2026,217,Transcrição de vídeo | Aplicativo de bot e acelerador CCAI | Acelerador para Coleta de Dados | Acelerador Semântico de Dados | Servicios Profesionales GCP Data | Soporte / Enable / Precio Standard Mensual 5x8 - 10 Tickets | GCP Consumo Nuevo,"O deal foi perdido na fase inicial (0%) devido à má qualificação e subsequente abandono. O cliente alegou falta de orçamento e interesse, indicando que o valor da solução complexa (transcrição avançada e aceleradores de dados) nunca foi estabelecido ou validado com o comprador econômico. A inatividade prolongada confirmou a falta de prioridade do projeto.",Má Qualificação (Falha em validar Orçamento e Necessidade/Interesse),"Abandono do Deal (Inatividade de 34+ dias), Falta de Champion/Sponsor, Valor não estabelecido para justificar o investimento",MA_QUALIFICACAO,SIM,"Inatividade prolongada (34 dias) após a tentativa inicial de engajamento, Deal estagnado na fase de 'habilitar demo' por meses (última atualização em 25/08/25), Motivo de perda genérico ('Sem orçamento/Não interessado') indicando falha na descoberta de dor",Fase de Prospecção/Qualificação Inicial. O deal morreu antes de qualquer avanço significativo (0%).,Implementar critérios rigorosos de desqualificação (exit criteria) se o orçamento (Budget) e a necessidade (Need) não forem validados após a primeira reunião. Deals de alto valor (R$ 515k) exigem cadência de atividades e identificação imediata do Economic Buyer e Champion. Não manter deals em pipeline com engajamento zero.,2,0,0,"Reuniones / Videoconferencia(1), Outro(1)",2025-12 (1 atividades),133,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"QUALIFICACAO FRACA, ABANDONO, NOVO CLIENTE, MEDDIC GAPS",
2026-02-02T07:27:01.203Z,TDJD-130770--TJ-ES-Anonimização de processos,TJ-ES-Tribunal de Justica do ES,BASE INSTALADA,Emilio Goncalves,7000,7000,-,Gobierno,GCP Services,Perdida,FY26-Q1,30-01-2026,184,Servicios Profesionales GCP Data,"O deal foi perdido devido à falta de orçamento e interesse do cliente, indicando uma falha crítica na qualificação inicial (BANT). A ausência total de atividades (0 ações) sugere que a oportunidade foi abandonada ou nunca foi trabalhada ativamente, resultando em uma perda para o status quo.",Má Qualificação (falha em validar orçamento e interesse) e Abandono do Deal.,"Falta de Engajamento/Follow-up (0 ações), Ausência de Champion/Sponsor, Perda para o Status Quo (Cliente decidiu 'Não Fazer')",MA_QUALIFICACAO,SIM,"Zero atividades registradas no histórico, Deal permaneceu na fase 0% (Perdida) sem progresso, Motivo de perda explícito: Cliente sin presupuesto / El cliente no está interesado","Criação da Oportunidade (O deal nunca saiu da fase de identificação/qualificação inicial, sendo perdido por inação e falta de validação de necessidade/budget).",Reforçar o processo de qualificação (BANT/Budget) para garantir que apenas oportunidades com orçamento e interesse validados entrem no pipeline. Oportunidades com zero engajamento devem ser desqualificadas imediatamente para evitar pipeline inflado e garantir foco em deals ativos.,0,0,0,N/A,N/A,N/A,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"MA QUALIFICACAO, FALTA DE BUDGET, ABANDONO, SERVICOS PROFISSIONAIS",
2026-02-02T07:27:01.203Z,MEMD-135120--MTI - SIgadoc,MTI - Empresa Mato-grossense de Tecnologia da Informação,BASE INSTALADA,Carlos Moll,375000,287000,-,Gobierno,GCP Consumption | GCP Services | Aceleradores,Perdida,FY26-Q1,31-03-2026,160,GCP Consumo Nuevo | Servicios Profesionales GCP Data | Resumo de documentos | Aplicativo de bot e acelerador CCAI | Acelerador para Integração e Consolidação de Dados,"A oportunidade de alto valor em IA foi perdida por desqualificação imediata, indicando que o deal nunca foi validado ou engajado. A ausência total de atividades (0 ações) e histórico sugere que a oportunidade foi criada de forma especulativa e abandonada logo em seguida, falhando em todos os critérios básicos de qualificação.",Má qualificação inicial e falta de engajamento/abandono.,"Ausência de Champion ou Sponsor identificado, Falha crítica em todos os pilares do MEDDIC (especialmente M, E e C), Oportunidade criada sem validação de escopo ou prioridade",MA_QUALIFICACAO,SIM,"0 ações registradas no CRM, Perda na fase 0% (Desqualificada), Inatividade total (SEM REGISTRO dias)",Criação da Oportunidade (O deal foi perdido no momento em que foi criado sem a devida qualificação e engajamento subsequente),"Obrigatoriedade de um gate de qualificação (ex: BANT/MEDDIC) para oportunidades de alto valor antes de serem registradas no pipeline. Se a validação falhar, o deal deve ser fechado imediatamente com um motivo claro, e não abandonado.",0,0,0,N/A,N/A,N/A,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"MA QUALIFICACAO, ZERO ATIVIDADE, FALTA CHAMPION",
2026-02-02T07:27:01.203Z,CADE-114630-Companhia Ambiental do Estado de São Paulo - Cetesb-,Companhia Ambiental do Estado de São Paulo - Cetesb,NOVO CLIENTE,Luciana Fonseca,625000,229000,-,Gobierno,Aceleradores | GCP Consumption,Perdida,FY26-Q3,30-09-2026,996,Acelerador de Layers Cartográficos | Acelerador Avançado para Mapeamento e Análise de Riscos Ambientais | GCP Consumo Nuevo,"O deal foi perdido primariamente por abandono, registrando 125 dias de inatividade e apenas uma ação no CRM. A ausência de histórico e a perda na fase de 0% indicam que a oportunidade nunca foi devidamente qualificada ou trabalhada, falhando em estabelecer qualquer engajamento inicial com o novo cliente (Cetesb).",Abandono do Deal e Má Qualificação Inicial,"Engajamento insuficiente (apenas 1 atividade), Falta de Champion/Sponsor identificado, Ausência de documentação e histórico no CRM",ABANDONO,SIM,"125 dias de inatividade, Apenas 1 atividade registrada para um deal de R$ 625k, Perda na fase de 0% (falha na qualificação inicial), Ausência de descrição ou histórico de conversas",Qualificação Inicial (O deal falhou em progredir após o primeiro contato),"Estabelecer um limite máximo de inatividade (ex: 30-45 dias) antes de desqualificar ou escalar o deal. Reforçar o processo de qualificação (MEDDIC) para novos clientes de alto valor, garantindo a identificação de um Champion e a documentação do processo de decisão.",1,0,0,Outro(1),2025-09 (1 atividades),N/A,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"ABANDONO, MA QUALIFICACAO, NOVO CLIENTE, FALTA DE CHAMPION",
2026-02-02T07:27:01.203Z,CMDS-115695-CÂMARA MUNICIPAL DE SÃO PAULO-Transcrição,CÂMARA MUNICIPAL DE SÃO PAULO,NOVO CLIENTE,Luciana Fonseca,100000,100000,-,Gobierno,Aceleradores,Perdida,FY26-Q3,30-09-2026,764,Transcrição de vídeo,"A oportunidade de R$ 100.000 foi perdida devido à completa falta de engajamento e gestão, evidenciada por zero atividades registradas e ausência de histórico. O status de 'Perdida' em 0% com o motivo 'Reaquecer' sugere uma falha grave na higiene do pipeline e abandono precoce do deal. O processo de qualificação nunca foi iniciado.",Abandono do Deal e Falha Crítica de Engajamento,"Má qualificação inicial (deal em 0% com valor alto), Ausência de Champion/Sponsor identificado, Inconsistência no status (motivo 'Reaquecer' em deal perdido)",ABANDONO,SIM,"Zero ações registradas no CRM, Deal de alto valor (R$ 100k) em fase 0%, Inatividade total desde a criação, Motivo de perda ('Reaquecer') que contradiz o status 'Perdida'",Pré-qualificação/Início do ciclo de vendas. O deal nunca progrediu além da criação inicial.,"Estabelecer um SLA rigoroso para a primeira atividade após a criação de um deal. Oportunidades sem engajamento imediato devem ser desqualificadas (Disqualified) rapidamente, em vez de abandonadas e marcadas como Perdidas (Lost), para manter a precisão do pipeline.",0,0,0,N/A,N/A,N/A,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"ABANDONO, ZERO ATIVIDADE, MA QUALIFICACAO, NOVO CLIENTE, GOVERNO",
2026-02-02T07:27:01.203Z,DSAD-121873-DESENVOLVE SP_PROMPGEN.-,DESENVOLVE SP,NOVO CLIENTE,Luciana Fonseca,100000,100000,-,Gobierno,Aceleradores,Perdida,FY26-Q3,31-08-2026,584,Resumo de documentos,"A oportunidade foi perdida devido à completa falta de engajamento e abandono. Com zero atividades registradas e histórico vazio, o deal nunca progrediu além da fase inicial de criação, indicando má qualificação ou falha na gestão de pipeline.",Abandono da oportunidade e falha na gestão de pipeline/follow-up.,"Má qualificação inicial (deal perdido a 0%), Ausência de Champion ou Sponsor identificado, Falta de cadência de atividades (zero ações registradas)",ABANDONO,SIM,"Zero atividades registradas (inatividade total), Deal perdido na fase 0% (indica desqualificação imediata ou abandono), Histórico de interações vazio, Motivo de perda 'Reaquecer' sugere limpeza de pipeline sem fechamento real",Pré-qualificação/Início do ciclo de vendas (o deal morreu antes de começar).,"Oportunidades recém-criadas devem ter um SLA de atividades mínimas. Se não houver engajamento inicial (primeiras 2 semanas), o deal deve ser movido para Nurturing ou desqualificado formalmente, não abandonado no pipeline ativo. Reforçar a importância de registrar todas as interações.",0,0,0,N/A,N/A,N/A,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"ABANDONO, MA QUALIFICACAO, ZERO ATIVIDADE, NOVO CLIENTE",
2026-02-02T07:27:01.203Z,MUDV-122628--PmValinhos_VCC,MUNICIPIO DE VALINHOS,NOVO CLIENTE,Luciana Fonseca,40000,40000,-,Gobierno,Aceleradores,Perdida,FY26-Q4,31-10-2026,486,Virtual Career Center - MATCH CANDIDATOS | Virtual Career Center - MATCH VAGAS,"A oportunidade foi perdida devido à falta de engajamento e abandono precoce. Com apenas uma atividade registrada e 58 dias de inatividade, o deal nunca foi devidamente qualificado ou trabalhado, indicando falha crítica na gestão do pipeline e follow-up.",Abandono do Deal e Falha Crítica no Follow-up,"Má qualificação inicial (0% de probabilidade), Falta de cadência e engajamento (apenas 1 ação), Ausência de Champion ou Sponsor identificado",ABANDONO,SIM,"Inatividade de 58 dias, Apenas 1 atividade registrada para um novo cliente, Status 'Perdida (0%)' com motivo 'Reaquecer' (indica que foi arquivado, não perdido para concorrência)",Fase de Prospecção/Qualificação Inicial (o deal morreu logo após o primeiro contato),Implementar critérios rigorosos de desqualificação para deals com engajamento zero após o primeiro contato. Garantir que deals com ciclos longos (setor público) tenham um plano de cadência definido e sejam devidamente qualificados (MEDDIC) antes de serem mantidos no pipeline. Evitar manter deals 'fantasma' com data de fechamento distante.,1,0,0,Reuniones / Videoconferencia(1),2025-12 (1 atividades),N/A,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"ABANDONO, MA QUALIFICACAO, ENGAGEMENT ZERO, SETOR PUBLICO",
2026-02-02T07:27:01.203Z,MPSP-133469--AgentSpace_MPSP,MPSP,NOVO CLIENTE,Luciana Fonseca,1010000,956000,-,Gobierno,GCP Consumption | GCP Services,Perdida,FY26-Q3,30-09-2026,373,Google Agentspace Enterprise Plus | Servicios Profesionales GCP Infra,"A oportunidade foi perdida devido a uma falha crítica na qualificação inicial, evidenciada pela falta de orçamento e interesse do cliente. O deal foi subsequentemente abandonado, registrando apenas uma atividade e 131 dias de inatividade, confirmando que nunca houve um engajamento real ou prioridade estratégica por parte do MPSP.",Má Qualificação (Falta de Orçamento e Interesse) e Abandono Precoce do Deal.,"Engajamento insuficiente (apenas 1 ação registrada), Ausência de Champion ou Sponsor interno, Gestão inadequada (131 dias de inatividade)",MA_QUALIFICACAO,SIM,"Inatividade extrema (131 dias), Apenas 1 atividade registrada para um deal de alto valor, Perda na fase 0% (indica falha na qualificação inicial), Motivo de perda fundamental (falta de orçamento/interesse)","Qualificação Inicial (O deal foi abandonado logo após o primeiro contato, sem estabelecer necessidade ou orçamento).","Reforçar o gate de qualificação (MEDDIC/BANT) para novos clientes, especialmente em soluções de alto valor como Agentspace. Oportunidades sem orçamento claro ou interesse demonstrado devem ser desqualificadas imediatamente, evitando o abandono e a poluição do pipeline.",1,0,0,Outro(1),2025-09 (1 atividades),N/A,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"MA QUALIFICACAO, ABANDONO, FALTA DE BUDGET, NOVO CLIENTE",
2026-02-02T07:27:01.203Z,GCIL-130920-GRT Connect Internet Ltda-,Loop Fibra,NOVO CLIENTE,Juliana Lamotta,80001,80000,-,SMB,Aceleradores | GCP Consumption | GCP Services,Perdida,FY26-Q1,28-02-2026,416,Acelerador para Geolocalização de Ativos | GCP Consumo | Servicios Profesionales GCP Data,"O deal foi perdido devido à má qualificação inicial, resultando em falta de interesse e orçamento por parte do cliente. A inatividade de 86 dias e o baixíssimo engajamento (2 atividades) indicam que o deal foi abandonado e deveria ter sido desqualificado muito antes.",Má Qualificação e Abandono do Deal,"Falta de orçamento/prioridade do cliente (motivo declarado), Baixo engajamento e inatividade prolongada (86 dias), Ausência de Champion/Sponsor interno",MA_QUALIFICACAO,SIM,"Inatividade de 86 dias (abandono), Apenas 2 atividades registradas no histórico, Perda na fase 0% (indica que nunca houve progresso real), Motivo de perda: Cliente sin presupuesto / El cliente no está interesado",Qualificação Inicial (O deal nunca estabeleceu a dor ou o orçamento necessário para avançar),Implementar critérios rigorosos de desqualificação baseados em engajamento (máximo de 30 dias de inatividade). Garantir que o orçamento e o interesse sejam validados (BANT/MEDDIC) antes de manter o deal ativo no pipeline.,2,0,0,Reuniones / Videoconferencia(2),2025-11 (1 atividades),100,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"QUALIFICACAO FALHA, ABANDONO, BAIXO ENGAJAMENTO, SEM ORCAMENTO",
2026-02-02T07:27:01.203Z,BEPE-130617-Bellinati Perez-,Bellinati Perez,NOVO CLIENTE,Juliana Lamotta,5000,5000,-,Corporate,Aceleradores,Perdida,FY26-Q1,28-02-2026,218,Solução Vertical Finance,"O deal foi perdido primariamente devido à falta de prioridade do cliente (projeto adiado), o que indica uma má qualificação inicial de Timing. A situação foi agravada pelo abandono do deal, evidenciado por 172 dias de inatividade, permitindo que o interesse inicial se dissipasse.",Má Qualificação (Falta de Prioridade/Timing do Cliente),"Abandono do Deal (172 dias de inatividade), Engajamento insuficiente (apenas 3 ações), Falta de Champion interno",TIMING,SIM,"172 dias de inatividade (abandono), Baixo volume de atividades (3 ações), Motivo de perda 'Projeto adiado' (indicador clássico de falta de urgência/prioridade)",Fase Inicial de Qualificação. O deal nunca estabeleceu urgência ou um processo de decisão claro.,"Implementar um limite máximo de inatividade (ex: 60 dias) para desqualificação automática. Validar o 'T' (Timing) do BANT rigorosamente, não aceitando promessas vagas de follow-up futuro sem um plano de ação claro. Deals com baixo valor e pouca atividade devem ser desqualificados rapidamente para focar em oportunidades mais promissoras.",3,0,0,Reuniones / Videoconferencia(3),2025-08 (1 atividades),64,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"MA QUALIFICACAO, ABANDONO, FALTA DE PRIORIDADE, TIMING INCORRETO",
2026-02-02T07:27:01.203Z,PÁIL-133551-PÁTRIA INVESTIMENTOS LTDA-,PÁTRIA INVESTIMENTOS,NOVO CLIENTE,Juliana Lamotta,450000,274000,-,SMB,GCP Services | GCP Consumption,Perdida,FY26-Q1,28-02-2026,158,Servicios Profesionales GCP Infra | GCP Consumo Nuevo,"A oportunidade foi perdida imediatamente (0%) devido à má qualificação do lead, que não possuía orçamento nem interesse estabelecido. O deal, originado de uma campanha, foi superestimado ou inserido no pipeline antes que a necessidade e a capacidade de investimento do novo cliente fossem validadas.",Má Qualificação e Falta de Readiness do Cliente (No Budget/No Interest),"Baixo Engajamento (apenas 1 ação registrada), Falha em estabelecer o valor e a urgência (Implicações de Dor não endereçadas), Origem do lead (Campanha) sem filtro de qualificação adequado",MA_QUALIFICACAO,SIM,"Perda imediata na fase 0% (desqualificação instantânea), Motivo explícito de 'Cliente sem orçamento / Não interessado', Volume de atividade extremamente baixo (1 ação) para um deal de R$ 450k","Qualificação Inicial (O deal foi perdido no primeiro contato ou logo após a criação, indicando que o lead não estava pronto para avançar).",Implementar um processo de pré-qualificação mais rigoroso (ex: BANT ou GPCT) para leads oriundos de campanhas antes de criar oportunidades de alto valor no CRM. Não aceitar 'Não interessado' como resposta final sem antes tentar estabelecer a dor e o impacto financeiro (MEDDIC: I e M).,1,1,1,Outro(1),2026-02 (1 atividades),N/A,0,0,0,0,0,N/A,SEM DADOS,N/A,0,"QUALIFICACAO FALHA, LEAD FRIO, NO BUDGET, CAMPANHA SF, NOVO CLIENTE",
