Run ID,Oportunidade,Conta,Perfil,Produtos,Vendedor,Gross,Net,Fase Atual,Forecast SF,Fiscal Q,Data Prevista,Ciclo (dias),Dias Funil,Atividades,Atividades (Peso),Mix Atividades,Idle (Dias),Qualidade Engajamento,Forecast IA,Confiança (%),Motivo Confiança,MEDDIC Score,MEDDIC Gaps,MEDDIC Evidências,BANT Score,BANT Gaps,BANT Evidências,Justificativa IA,Regras Aplicadas,Incoerência Detectada,Perguntas de Auditoria IA,Flags de Risco,Gaps Identificados,Cód Ação,Ação Sugerida,Risco Principal,# Total Mudanças,# Mudanças Críticas,Mudanças Close Date,Mudanças Stage,Mudanças Valor,🚨 Anomalias Detectadas,Velocity Predição,Velocity Detalhes,Território Correto?,Vendedor Designado,Estado/Cidade Detectado,Fonte Detecção,Calendário Faturação,Valor Reconhecido Q1,Valor Reconhecido Q2,Valor Reconhecido Q3,Valor Reconhecido Q4,🕐 Última Atualização
2026-01-30T03:44:20.275Z,MPDE-130606-GWS + Appsheet (Susbstuição Microsoft PowerApps),MPMG,BASE INSTALADA,Nueva App Sheet Enterprise Plus | Nueva App Sheet Enterprise Standard | Nueva Google Workspace Enterprise Plus,Alexsandra Junqueira,3900,780,Propuesta,Upside,FY26-Q2,30/04/2026,279,194,12,11.2,Reuniones / Videoconferencia:10,39,ALTA,POTENCIAL,50,"Engajamento técnico (POC) é forte, mas a inatividade de 39 dias e a ausência de qualificação BANT (Budget/Authority) na fase de Proposta (60%) representam riscos críticos.",32,"Metrics, Buyer, Pain, Champion","Criteria, Process",0,"Budget, Authority, Need, Timing",-,"O deal está em uma fase avançada (Propuesta, 60%) e possui evidências de engajamento técnico de qualidade (POC de AppSheet/AppScript, alinhamento com Google e discussão de aditivo MTI). No entanto, a inatividade de 39 dias é inaceitável para um deal com data de fechamento em 30/04/2026. O sistema sinaliza a ausência de qualificação BANT, o que é um bloqueador crítico para mover o deal de 'Propuesta' para 'Negociação/Fechamento'. O valor baixo (3900) para um ciclo de vida de 9 meses também sugere que a prioridade do cliente pode ser baixa.",QUALIFICAÇÃO BANT AUSENTE,OK,Qual é o status atual da POC de AppSheet/AppScript e quais são os critérios de sucesso definidos com o MPMG? | Quem é o decisor final (Authority) e qual é o orçamento (Budget) alocado para esta substituição de PowerApps? | Qual foi a última comunicação com o cliente e por que o deal ficou inativo por 39 dias na fase de Proposta? | Existe um cronograma formal para a assinatura do Aditivo ao Contrato MTI?,"BANT AUSENTE, ALTA INATIVIDADE, POC EM CURSO, QUALIFICAÇÃO BANT AUSENTE, OPORTUNIDADE ESTRATÉGICA GTM 2026","Inatividade de 39 dias., Ausência de qualificação BANT (principalmente Orçamento e Autoridade) em fase avançada (60%)., Risco de desalinhamento entre o esforço técnico (POC) e a capacidade de compra (BANT).",REQUALIFICAR,"O AE deve reengajar imediatamente para validar os critérios BANT, especialmente Autoridade e Orçamento, e definir o próximo marco claro após a conclusão da POC. A inatividade deve ser quebrada imediatamente.","Perda de momentum devido à inatividade prolongada, resultando na não conversão da POC em proposta formal e aprovada, ou perda para a solução legada (MS PowerApps).",34,0,0,2,20,Valor alterado 20x,ESTÁVEL (Risco:50%),Fase:0d | Valor:0%/d | Ativ:0%,Sim,ALEXSANDRA JUNQUEIRA,Minas Gerais,CRM,MENSAL x 1 ano,0,650,975,975,1/30/2026
2026-01-30T03:44:20.275Z,#MP25 MPPA-124550-MPPA (Serpro),MPPA - Ministério Público do Pará,BASE INSTALADA,Acelerador para Coleta de Dados | Aplicativo de bot e acelerador CCAI | GCP Consumo | Resumo de documentos | Servicios Profesionales GCP Data | Transcrição de vídeo,Denilson Goes,500000,412000,Propuesta,Upside,FY26-Q1,31/03/2026,378,323,5,4.6,Reuniones / Videoconferencia:4,0,ALTA,UPSIDE,55,"Confiança moderada devido à atividade recente e detalhada, mas mitigada por múltiplos deslizes de data e forte concorrência multi-cloud.",48,"Metrics, Buyer, Process","Criteria, Pain, Champion",50,"Budget, Authority","Need, Timing","O deal está ativo (0 dias inativo) e o engajamento é de alta qualidade, focado em passos técnicos específicos (uso do Google Migration Center). No entanto, o negócio foi criado há quase um ano (03/2025) e a data de fechamento (31/03/2026) é muito agressiva, considerando que a atividade mais recente ainda foca na coleta inicial de dados para avaliação (Migration Center). Estar na fase 'Propuesta' (60%) enquanto o escopo ainda depende de uma avaliação técnica (custo zero) sugere inflação de fase. O MPPA está explicitamente avaliando GCP, AWS, Microsoft e Oracle, indicando um alto risco competitivo.",,OK,"O relatório gerado pelo Google Migration Center já foi entregue e revisado pelo MPPA? | Qual é o prazo final do MPPA para a decisão entre os provedores multi-cloud (GCP, AWS, Oracle)? | A proposta de R$ 500.000 é uma estimativa baseada em escopo fechado ou depende dos resultados da avaliação de infraestrutura? | Quem é o decisor executivo que irá aprovar a migração e o investimento?","DEAL VELHO, SLIPPAGE RECORRENTE, ALTA COMPETICAO, BANT PARCIAL","Múltiplos deslizes na data de fechamento (indicando falta de controle de cronograma ou marcos internos do cliente)., Fase CRM (60%) potencialmente inflacionada, pois o escopo final depende da conclusão da avaliação técnica inicial., Forte risco competitivo devido à estratégia multi-cloud explícita do cliente.",VALIDAR-DATA,"Validar o cronograma de conclusão do relatório do Migration Center e reavaliar a data de fechamento (31/03/2026), garantindo que o escopo e o preço da proposta de R$ 500k estão alinhados com o estágio atual de avaliação técnica.","Perda para concorrente (AWS/Azure/Oracle) ou adiamento significativo, pois o cliente ainda está na fase de avaliação técnica e comparando provedores.",31,0,0,2,9,6 editores diferentes | Valor alterado 9x,ESTÁVEL (Risco:50%),Fase:118d | Valor:0%/d | Ativ:0%,Sim,DENILSON GOES,Pará,CRM,ANUAL x 1 ano,0,500000,0,0,1/30/2026
2026-01-30T03:44:20.275Z,MPSP-131220--MPSP - Solucao MPs transcricao e minuta - Serpro,MPSP,NOVO CLIENTE,Acelerador para Coleta de Dados | Acelerador para Integração e Consolidação de Dados | Analise de Precedentes | Aplicativo de bot e acelerador CCAI | Doc Intelligence | Resumo de documentos | Servicios Profesionales GCP Infra | Transcrição de vídeo,Luciana Fonseca,717000.66,643688.16,Aprobación de Deal Desk,Upside,FY26-Q1,30/03/2026,234,180,16,15.2,Reuniones / Videoconferencia:14,45,ALTA,UPSIDE,55,"Moderada, pois o aval do PGJ é forte, mas o deal está parado há 45 dias na fase de Deal Desk e enfrenta um risco contratual crítico (PRODESP/Multi-cloud) que pode atrasar o fechamento.",80,Champion,"Metrics, Buyer, Criteria, Process, Pain",75,Authority,"Budget, Need, Timing","O deal está em uma fase crítica ('Aprobación de Deal Desk') com 45 dias de inatividade, o que é um bloqueador significativo. Embora haja forte engajamento técnico e aprovação executiva (PGJ), a falta de evidência de aprovação interna do Deal Desk (Regra de Ouro 1) e a identificação de um risco contratual (limitação PRODESP/Multi-cloud) que impacta diretamente o prazo exigem ação imediata. A data de fechamento foi recentemente postergada (Histórico).",,OK,Qual o status exato da aprovação do Deal Desk (pricing/financeiro)? | Qual foi o retorno do Laercio sobre a estratégia para contornar a limitação contratual PRODESP/Multi-cloud? | A reunião agendada para o dia 16 foi realizada? Quais foram os SKUs e pré-requisitos definidos?,"DEAL DESK PENDENTE, RISCO CONTRATUAL, NOVO CLIENTE, INATIVO CRITICO","Inatividade de 45 dias em fase crítica (Aprobación de Deal Desk)., Risco de prazo elevado devido à limitação contratual PRODESP (não multi-cloud)., Falta de evidência de aprovação interna (Deal Desk).",CHECAR-DEAL-DESK,"Validar imediatamente o status da aprovação interna (pricing/financeiro) do Deal Desk. Paralelamente, obter o retorno do Laercio sobre a mitigação do risco contratual PRODESP/Multi-cloud, que é o principal fator de impacto no prazo.","O risco de prazo devido à necessidade de abertura de nova ESP pela PRODESP, somado à inatividade na fase de aprovação interna.",28,0,0,3,15,5 editores diferentes | Valor alterado 15x,ESTÁVEL (Risco:50%),Fase:36d | Valor:0%/d | Ativ:0%,Sim,LUCIANA FONSECA,São Paulo,CRM,ANUAL x 1 ano,0,717000.66,0,0,1/30/2026
2026-01-30T03:44:20.275Z,#M25 MPTO-124600-MPTO-,MPTO,NOVO CLIENTE,GCP Consumo | Servicios Profesionales GCP Data | Transcrição de vídeo,Denilson Goes,240000,152000,Evaluación,Pipeline,FY26-Q4,31/12/2026,652,322,1,0.6,-,125,BAIXA,PIPELINE,30,"Baixa confiança devido à inatividade de 125 dias, múltiplas alterações na data de fechamento e falta de engajamento recente com o cliente.",16,"Metrics, Buyer, Process, Pain, Champion",Criteria,0,"Budget, Authority, Need, Timing",-,"O negócio está estagnado há mais de 4 meses (125 dias) na fase de Avaliação (20%), apesar de ter sido criado há quase um ano (19/03/2025). O histórico de alterações na data de fechamento (quatro pushes, agora para 31/12/2026) indica que a data atual é um placeholder e que o deal não tem prioridade ou alinhamento claro. A única atividade registrada é administrativa, sem evidência de progresso BANT ou interação com o cliente.",,OK,"Qual é o status atual do projeto de IA na MPTO e quem é o decisor? | Qual é o orçamento alocado e a timeline real para a implementação da solução? | Qual foi o último contato com o cliente e qual o próximo marco de engajamento (reunião, proposta, POC)?","BANT AUSENTE, DEAL STALE, DATA PLACEHOLDER, NOVO CLIENTE","Inatividade crítica (125 dias), Ausência de evidência de BANT (Budget, Authority, Need, Timeline), Data de fechamento irrealista (placeholder 31/12/2026), Slippage histórico (4 pushes).",REQUALIFICAR,"Contato imediato com o cliente para validar o interesse, o orçamento e a timeline. Se não houver resposta ou evidência de BANT em 15 dias, o negócio deve ser encerrado por inatividade.","Perda do negócio devido à estagnação e falta de prioridade do cliente, resultando em encerramento por inatividade.",18,0,0,1,4,5 editores diferentes | Valor alterado 4x,ESTAGNADO (Risco:90%),Fase:0d | Valor:-1.44%/d | Ativ:100%,Sim,DENILSON GOES,Tocantins,CRM,-,0,0,0,0,1/30/2026
2026-01-30T03:44:20.275Z,MEMD-137928--MTI - Deployment Voucher,MTI - Empresa Mato-grossense de Tecnologia da Informação,BASE INSTALADA,Deployment Voucher,Carlos Moll,96000,96000,Verificación,Committed,FY26-Q2,01/06/2026,153,36,1,0.6,-,0,BAIXA,COMMIT,50,A fase de 95% e o status Committed são inconsistentes com a ausência de atividades de engajamento e a data de fechamento distante (01/06/2026).,16,"Metrics, Buyer, Process, Pain, Champion",Criteria,0,"Budget, Authority, Need, Timing",-,"O deal está em fase avançada (Verificación, 95%) e Committed, mas a única atividade registrada é administrativa (criação no Partner Advantage). Não há evidência de engajamento comercial recente ou de validação do próximo passo com o cliente. O prazo de fechamento de 4 meses para um deal em 95% sugere que a fase está incorreta ou que há um bloqueio não registrado. A atividade ponderada é extremamente baixa (0.6).",,OK,Qual é o próximo passo exato validado com o MTI e a data prevista? | Por que o deal está em 95% se o fechamento é apenas em junho? | Qual a evidência de que o Deployment Voucher está sendo ativamente negociado e não é apenas um placeholder administrativo?,"BANT AUSENTE, LONGO-CICLO-95%","Inconsistência entre Fase (95%) e Engajamento (1 atividade administrativa)., Data de fechamento muito distante (01/06/2026) para um deal em estágio final., Ausência de evidência de BANT ou próximos passos claros.",AUDITORIA-CRM,"O vendedor deve justificar imediatamente a fase de 95% e a data de fechamento de 01/06/2026, fornecendo evidências de engajamento comercial recente e do próximo marco validado com o cliente.","O deal está 'parado' administrativamente em uma fase crítica, indicando que o compromisso do cliente pode não ser real ou que o Rep não atualizou o CRM corretamente.",9,0,0,4,1,Stage alterado 4x - vai-e-vem,ESTAGNADO (Risco:90%),Fase:0d | Valor:0%/d | Ativ:0%,Sim,CARLOS MOLL,Mato Grosso,CRM,ANUAL x 1 ano,0,0,96000,0,1/30/2026
2026-01-30T03:44:20.275Z,MEMD-133288--MTI - Assistente do SIGADOC,MTI - Empresa Mato-grossense de Tecnologia da Informação,BASE INSTALADA,Acelerador para Integração e Consolidação de Dados | Aplicativo de bot e acelerador CCAI | GCP Consumo Nuevo | Pesquisa Contextual | Resumo de documentos | Servicios Profesionales GCP Data,Carlos Moll,500500,427900,Calificar,Pipeline,FY26-Q3,16/07/2026,301,139,2,1.6,Reuniones / Videoconferencia:1,2,MÉDIA,PIPELINE,50,"O deal está ativo e bem descrito, mas o longo ciclo e a permanência na fase inicial (10%) após 5 meses, com data de fechamento recente ajustada, indicam risco de estagnação.",16,"Metrics, Buyer, Process, Pain, Champion",Criteria,25,"Budget, Authority, Need",Timing,"A oportunidade, criada em Set/2025, permanece na fase 'Calificar' (10%). Embora a descrição do projeto (chatbot SIGADOC) seja clara, a falta de avanço de fase e o recente adiamento da data de fechamento (para Jul/2026) sugerem que a qualificação BANT completa ou o alinhamento de cronograma ainda não foram concluídos. A atividade recente é positiva, mas precisa ser convertida em progresso de fase.",,OK,"Qual é o marco específico (ex: aprovação de escopo, reunião executiva) necessário para mover o deal da fase 'Calificar' (10%)? | Qual foi o motivo exato do adiamento da data de fechamento de Abril para Julho de 2026? | O BANT (Budget, Authority, Need, Timeline) foi formalmente validado com o cliente?",,"Estagnação na fase inicial (Calificar) por 5 meses., Falta de evidência do próximo marco de avanço de fase., Ciclo de vendas excessivamente longo (10 meses) para um projeto de base instalada.",AUDITORIA-CRM,Revisar o plano de ação para os próximos 30 dias. Exigir evidência de que o BANT foi validado e definir o marco necessário para avançar para a próxima fase (Ex: Proposta/Negociação).,"Estagnação na fase de qualificação, resultando em perda de momentum e potencial adiamento indefinido ou encerramento.",8,0,0,0,2,OK,ESTÁVEL (Risco:60%),Fase:0d | Valor:0%/d | Ativ:0%,Sim,CARLOS MOLL,Mato Grosso,CRM,ANUAL x 1 ano,0,0,500500,0,1/30/2026
2026-01-30T03:44:20.275Z,MEMD-138516--MTI - Municipio Poxoreu,MTI - Empresa Mato-grossense de Tecnologia da Informação,BASE INSTALADA,N/A,Carlos Moll,0,0,Calificar,Pipeline,FY26-Q1,31/01/2026,19,23,0,0,-,SEM REGISTRO,BAIXA,PIPELINE,10,"Confiança muito baixa devido a valor zero, data de fechamento perdida (overdue) e ausência total de atividades de engajamento.",0,"Metrics, Buyer, Criteria, Process, Pain, Champion",-,0,"Budget, Authority, Need, Timing",-,"O negócio está na fase 'Calificar' (10%), mas a data de fechamento (31/01/2026) já passou. O valor da oportunidade é zero, o que impede qualquer projeção. A ausência de 100% das atividades (0 ações) e o BANT ausente indicam que o negócio não está sendo trabalhado ou foi esquecido após a data de fechamento. Requer requalificação imediata ou encerramento administrativo.",,OK,"Qual é o valor real desta oportunidade e por que o campo está zerado? | Qual é o status atual do projeto no Município de Poxoreu, visto que a data de fechamento foi perdida? | Qual é o plano de ação para as 28 licenças mencionadas na descrição?","VALOR ZERO, OVERDUE, INATIVO, BANT AUSENTE","Valor da oportunidade não definido (0)., Data de fechamento perdida (overdue)., Zero atividade registrada desde a criação., BANT ausente (descrição curta e sem evidência de necessidade/budget/timeline).",REQUALIFICAR,"O AE deve atualizar o valor da oportunidade e a nova data de fechamento imediatamente. Caso não haja valor ou plano de ação, a oportunidade deve ser encerrada como 'Perdida' ou 'Não Qualificada'.","Risco administrativo (overdue) e falta de qualificação básica, indicando que o negócio está morto ou é um placeholder.",2,0,0,0,0,OK,ESTAGNADO (Risco:90%),Fase:0d | Valor:0%/d | Ativ:0%,Sim,CARLOS MOLL,Mato Grosso,CRM,-,0,0,0,0,1/30/2026
2026-01-30T03:44:20.275Z,MEMD-136025--SEPLAG MT - RH - Simplificação de Processos,MTI - Empresa Mato-grossense de Tecnologia da Informação,BASE INSTALADA,Acelerador para Integração e Consolidação de Dados | Aplicativo de bot e acelerador CCAI | GCP Consumo | Servicios Profesionales GCP Data,Carlos Moll,227500,183500,Calificar,Pipeline,FY26-Q3,16/07/2026,278,116,0,0,-,SEM REGISTRO,BAIXA,PIPELINE,15,"Deal em fase inicial (10%) com zero atividade registrada desde a criação, indicando que a qualificação está estagnada e não há engajamento ativo.",0,"Metrics, Buyer, Criteria, Process, Pain, Champion",-,0,"Budget, Authority, Need, Timing",-,O negócio está há 3.5 meses na fase de Calificar (10%) sem nenhuma ação registrada. A ausência total de engajamento e a falta de detalhes de BANT sugerem que a oportunidade não está sendo trabalhada ou que a necessidade não foi validada. O longo prazo de fechamento (Julho/2026) não justifica a inatividade na fase inicial.,,OK,"Qual a evidência de BANT (Budget, Authority, Need, Timeline) para este projeto? | Qual foi a última comunicação com o cliente e qual o próximo passo agendado? | Por que o negócio está há 3.5 meses na fase de Calificar sem nenhuma atividade registrada?","BANT AUSENTE, ESTAGNADO","Ausência total de atividades e engajamento (0 ações), Falta de evidência de qualificação BANT, Deal estagnado na fase inicial por 3.5 meses",REQUALIFICAR,"O AE deve registrar imediatamente as evidências de BANT e as próximas ações. Se não houver engajamento e avanço de fase em 7 dias, a oportunidade deve ser encerrada.",Perda de tempo de pipeline devido à estagnação e falta de validação da necessidade do cliente.,7,0,0,0,1,OK,ESTAGNADO (Risco:90%),Fase:0d | Valor:0%/d | Ativ:0%,Sim,CARLOS MOLL,Mato Grosso,CRM,ANUAL x 1 ano,0,0,227500,0,1/30/2026
2026-01-30T03:44:20.275Z,MEMD-124890--MTI - IASM e Aceleradores #M25 #VertexAI,MTI - Empresa Mato-grossense de Tecnologia da Informação,BASE INSTALADA,GCP Consumo Nuevo | Resumo de documentos,Carlos Moll,160000,107200,Evaluación,Pipeline,FY26-Q2,30/04/2026,399,314,3,2.6,Reuniones / Videoconferencia:2,73,MÉDIA,PIPELINE,35,"Baixa confiança devido à inatividade crítica de 73 dias e à ausência de métricas claras de qualificação (BANT/METRICS), apesar de estar em fase de Avaliação.",32,"Metrics, Buyer, Process, Champion","Criteria, Pain",25,"Budget, Authority, Timing",Need,"O deal está estagnado há 73 dias, conforme alerta do sistema, o que representa um risco significativo de perda de momentum. Embora as últimas atividades registradas fossem substantivas (discussão de POC e treinamento), a falta de cadência e a ausência de detalhes BANT na descrição (visando ser cliente) indicam que a qualificação é fraca. O longo ciclo de vendas (fechamento em 30/04/2026) exige um plano de ação imediato para reverter a estagnação.",HARD GATE: Deal inativo há >60 dias. Requalificação obrigatória. | OPORTUNIDADE ESTAGNADA,OK,"Qual o status atual da POC e quem é o responsável técnico/executivo pelo projeto no MTI? | Qual o orçamento alocado para esta solução (BANT)? | Quais são as métricas de sucesso (KPIs) que o cliente usará para avaliar a POC e o projeto (METRICS)? | Qual foi o último contato realizado, visto que o CRM registra 73 dias de inatividade?","ESTAGNADO, BANT AUSENTE, LONGO-CICLO, ESTAGNADO POR FALTA DE: METRICS, ALERTA DE ESTAGNAÇÃO, OPORTUNIDADE ESTRATÉGICA GTM 2026","Inatividade crítica (73 dias), BANT Ausente (descrição vaga e falta de detalhes sobre orçamento/decisor), Falta de METRICS (conforme flag do sistema)",REQUALIFICAR,Instruir o AE a reengajar imediatamente o cliente. O foco deve ser agendar a POC mencionada e definir as métricas de sucesso (METRICS) e o decisor para avançar da fase de Avaliação.,Perda do projeto devido à inatividade prolongada e falha em converter a discussão técnica (POC) em um plano de compra formal.,5,0,0,1,1,OK,ESTÁVEL (Risco:50%),Fase:0d | Valor:0%/d | Ativ:0%,Sim,CARLOS MOLL,Mato Grosso,CRM,-,,,,,1/30/2026
2026-01-30T03:44:20.275Z,MUVE-136504-MUVE-133109--Mundo Verde-,Mundo Verde,BASE INSTALADA,Transfertoken Google Workspace Business Standard,Alex Araujo,19320,966,Calificar,Pipeline,FY26-Q4,21/10/2026,331,72,0,0,-,SEM REGISTRO,BAIXA,PIPELINE,30,Baixa confiança devido à estagnação (0 atividades registradas em mais de dois meses) e flags críticas de qualificação (BANT ausente e margem abaixo do mínimo).,48,"Buyer, Pain, Champion","Metrics, Criteria, Process",50,"Authority, Need","Budget, Timing","O cliente demonstrou interesse ativo e insatisfação com o parceiro atual, o que é um ponto forte. No entanto, a oportunidade foi criada em 24/11/2025 e permanece na fase 'Calificar' (10%) com 0 atividades registradas. Os próximos passos descritos na descrição do CRM (cobrar contato do Google e solicitar condição comercial do cliente) são ações básicas de qualificação que deveriam ter sido concluídas rapidamente. A inação prolongada, combinada com os alertas de Estagnação e BANT Ausente, indica que o deal está em alto risco de ser perdido por inércia ou falta de qualificação adequada.","RISCO DE TERRITÓRIO: Owner é Alex Araujo, mas deveria ser LUCIANA FONSECA. | VELOCITY: DEAL ESTAGNADO | OPORTUNIDADE ESTAGNADA | QUALIFICAÇÃO BANT AUSENTE | MARGEM < 10%",OK,"Qual é o status atual do contato com o Luis do Google? Esta dependência foi resolvida? | A condição comercial atual do cliente foi obtida? Qual é a margem real esperada para este deal? | Qual é o prazo final (Timeline) para a decisão do cliente, dado que a renovação é em novembro/2026 (data de fechamento muito distante)? | Quais ações foram tomadas para resolver o alerta de 'Oportunidade Fora do Território'?","QUALIFICAÇÃO BANT AUSENTE, ESTAGNADO, RISCO FINANCEIRO, FORA DO TERRITÓRIO, OPORTUNIDADE FORA DO TERRITÓRIO, ALERTA DE ESTAGNAÇÃO, MARGEM ABAIXO DO MÍNIMO, OPORTUNIDADE ESTRATÉGICA GTM 2026","0 atividades registradas desde a criação (24/11/2025), indicando estagnação crítica., Qualificação BANT ausente (confirmado por flag do sistema)., Risco financeiro devido à flag 'Margem Abaixo do Mínimo'., Data de fechamento (21/10/2026) parece excessivamente longa para um deal de renovação/migração iniciado em janeiro.",AUMENTAR-CADENCIA,"Requalificar imediatamente o BANT (Budget, Authority, Need, Timeline) e validar a condição comercial para endereçar o alerta de Margem Abaixo do Mínimo. A AE deve registrar as atividades de contato e mover o deal para a próxima fase em 7 dias.","Perda da oportunidade devido à inação e demora em apresentar a proposta, permitindo que o parceiro atual ou um concorrente se mobilize, apesar da insatisfação inicial do cliente.",4,0,0,0,1,OK,ESTAGNADO (Risco:90%),Fase:0d | Valor:0%/d | Ativ:0%,NÃO,LUCIANA FONSECA,São Paulo,CRM,-,,,,,1/30/2026
2026-01-30T03:44:20.275Z,OSKL-129452-OSKL-128519--Osklen-RenewGWS,Osklen,BASE INSTALADA,Transfertoken Google Workspace Enterprise Standard | Transfertoken Google Workspace Enterprise Starter | Transfertoken Google Workspace Frontline,Alex Araujo,86880,4344,Evaluación,Pipeline,FY26-Q2,30/05/2026,334,219,0,0,-,SEM REGISTRO,BAIXA,PIPELINE,30,"Baixa atividade (0 ações) em um deal antigo (7 meses) que ainda está na fase inicial (20%), com múltiplos alertas de estagnação e qualificação ausente.",0,"Metrics, Buyer, Criteria, Process, Pain, Champion",-,0,"Budget, Authority, Need, Timing",-,"O deal está aberto desde 30/06/2025 e permanece na fase 'Evaluación' (20%) com zero atividade registrada. O sistema sinaliza estagnação, desqualificação precoce e ausência de BANT. A data de fechamento em 30/05/2026 é irrealista sem qualquer engajamento recente. A margem reportada também está abaixo do mínimo, exigindo atenção imediata.",HARD GATE: Deal com >90 dias e <3 atividades. Sugerido arquivamento. | VELOCITY: DEAL ESTAGNADO | OPORTUNIDADE ESTAGNADA | QUALIFICAÇÃO BANT AUSENTE | MARGEM < 10%,OK,"Qual a razão para 0 atividade em um deal aberto há 7 meses? | Qual o plano de ação para reverter a estagnação e obter a qualificação BANT? | A margem abaixo do mínimo foi aprovada pelo Deal Desk/Financeiro? | A data de fechamento (30/05/2026) é realista, dado o status atual de inatividade?","BANT AUSENTE, ALERTA DE ESTAGNAÇÃO, DESQUALIFICAÇÃO PRECOCE, MARGEM ABAIXO DO MÍNIMO, RENEWAL, QUALIFICAÇÃO BANT AUSENTE, OPORTUNIDADE ESTRATÉGICA GTM 2026","Zero atividade registrada (0 ações) e alerta de estagnação., Qualificação BANT ausente, conforme flag do sistema., Deal aberto há 7 meses ainda na fase inicial (20%)., Margem abaixo do mínimo (Net Revenue 4344 vs Valor 86880).",ENCERRAR-INATIVO,"O AE deve realizar uma requalificação BANT completa imediatamente. Se não houver evidência de engajamento e progresso na fase em 7 dias, o deal deve ser encerrado como perdido/desqualificado.","Perda por inatividade prolongada e estagnação, resultando em fechamento tardio e impacto negativo na taxa de conversão.",6,0,0,1,1,OK,ESTAGNADO (Risco:90%),Fase:0d | Valor:0%/d | Ativ:0%,Sim,ALEX ARAUJO,São Paulo,CRM,-,,,,,1/30/2026
2026-01-30T03:44:20.275Z,#Renovação -PSDS-129811-PSDS-129232--Paulo Sérgio dos Santos Júnior-,Paulo Sérgio dos Santos Júnior,BASE INSTALADA,Renovación Google Workspace Business Starter,Juliana Lamotta,6720,806.4,Evaluación,Pipeline,FY26-Q3,06/07/2026,364,212,0,0,-,SEM REGISTRO,BAIXA,PIPELINE,15,"Confiança muito baixa devido à inatividade crítica (0 ações em 6 meses), estagnação e ausência de qualificação BANT.",0,"Metrics, Buyer, Criteria, Process, Pain, Champion",-,0,"Budget, Authority, Need, Timing",-,"O negócio é uma renovação de base instalada, mas está parado desde a criação em julho de 2025. A fase (Evaluación, 20%) é incompatível com o tempo decorrido. As flags de sistema (DESQUALIFICAÇÃO PRECOCE, BANT AUSENTE, ALERTA DE ESTAGNAÇÃO) confirmam que este deal não está sendo trabalhado e carece de dados básicos para justificar sua permanência no pipeline. O fechamento projetado para julho/2026 é irrealista sem engajamento imediato.","HARD GATE: Deal com >90 dias e <3 atividades. Sugerido arquivamento. | RENOVAÇÃO: Owner Juliana Lamotta é responsável por renovações mesmo fora do território padrão. | VENDEDOR NÃO PADRÃO: Owner é Juliana Lamotta, sugestão: ALEX ARAUJO | VELOCITY: DEAL ESTAGNADO | OPORTUNIDADE ESTAGNADA | QUALIFICAÇÃO BANT AUSENTE",OK,"Qual o status atual da renovação com o cliente, visto que não há registro de atividade desde a criação? | Qual a evidência de que a data de fechamento (06/07/2026) é realista, dado o longo período de inatividade? | Quem é o decisor e qual o processo de compra/renovação do cliente (BANT)?","DESQUALIFICAÇÃO PRECOCE, BANT AUSENTE, ALERTA DE ESTAGNAÇÃO, REQUER REMANEJAMENTO, RENOVACAO, QUALIFICAÇÃO BANT AUSENTE, OPORTUNIDADE ESTRATÉGICA GTM 2026","Inatividade crítica (0 ações) por mais de 6 meses., Ausência de dados de qualificação (BANT AUSENTE)., Descrição do CRM vazia, impedindo a compreensão do contexto.",ENCERRAR-INATIVO,"Contatar o cliente imediatamente para revalidar a necessidade e o cronograma (BANT). Se não houver resposta em 7 dias, encerrar como 'Perdido - Inatividade'.","Perda por inatividade e falta de gestão, resultando em cancelamento ou perda para concorrente.",5,0,0,1,1,OK,ESTAGNADO (Risco:90%),Fase:0d | Valor:0%/d | Ativ:0%,NÃO,ALEX ARAUJO,Espírito Santo,CRM,-,,,,,1/30/2026
